post_author,post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,total_sales,tax:product_type,tax:product_visibility,product_cat,tax:product_tag,tax:product_shipping_class
117,PCB Stealth Suit Cap,pcb-stealth-suit-cap,,1373,"<p><br data-mce-bogus=""1""></p>","<p>All Proceeds go directly to <a href=""https://blacklivesmatter.ca/donate/"" data-mce-href=""https://blacklivesmatter.ca/donate/"">https://blacklivesmatter.ca/donate/</a><br data-mce-bogus=""1""></p>",publish,,0,2020-06-05 23:14:09,open,,,,no,no,0,50,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/IMG_0109-1.jpg,,https://grailcavern.com/product/pcb-stealth-suit-cap/,0,simple,outofstock,CategoryNone,,
117,PCB Demon Vigilante,pcb-demon-vigilante,,1374,"<p><br data-mce-bogus=""1""></p>","<p>All Proceeds go directly to <a href=""https://blacklivesmatter.ca/donate/"" data-mce-href=""https://blacklivesmatter.ca/donate/"">https://blacklivesmatter.ca/donate/</a><br data-mce-bogus=""1""></p>",publish,,0,2020-06-05 23:15:25,open,,,,no,no,0,50,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/IMG_0112-1-rotated.jpg,,https://grailcavern.com/product/pcb-demon-vigilante/,0,simple,outofstock,CategoryNone,,
14,Pad printed light flesh Count Dooku head,pad-printed-light-flesh-count-dooku,,1380,<p><br></p>,"<p>This Count Dooku head is printed onto an <strong>official</strong> Lego light flesh head, using pad printing. You will receive <strong><span style=""text-decoration: underline;"" data-mce-style=""text-decoration: underline;"">only</span></strong> the head pictured, no hair or torso or cape is included. Please note that due to the nature of pad printing, not every head looks the same, each with minor differences.</p>",publish,,0,2020-06-06 16:38:40,open,,,,no,no,0,6.99,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/head.png,,https://grailcavern.com/product/pad-printed-light-flesh-count-dooku/,17,simple,outofstock,"Pad printed,Star Wars",,
12,(2) Ahegao Merrin - PREORDER,2-ahegao-merrin-preorder,,1392,<p><br></p>,"<p><span data-mce-style=""caret-color: #000000; color: #000000; font-size: 18px;"" style=""caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-size: 18px;"">Limited Edition Print – ONLY Includes Head & Torso (no limbs or hair)</span></p><p data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0);"">2 Month Production .</p><p data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0);"">Printed onto high quality official pieces</p>",draft,,0,2020-06-07 01:58:21,open,,,,no,no,0,19,,,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/head.png,,https://grailcavern.com/?post_type=product&p=1392,23,simple,,CategoryNone,,
12,(2) Ahegao Aayla - PREORDER,2-ahegao-aayla-preorder,,1408,<p><br></p>,"<p><span data-mce-style=""caret-color: #000000; color: #000000; font-size: 18px;"" style=""caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-size: 18px;"">Limited Edition Print – ONLY Includes Head & Torso (NO HEADPIECE or Limbs)</span></p><p data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0);"">2 Month Production .</p><p data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: #000000; color: #000000;"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; word-wrap: break-word; border: none; font-size: 18px; line-height: 1.5; margin: 0px 0px 1em; padding: 0px; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0);"">Printed onto high quality official pieces</p>",draft,,0,2020-06-08 01:25:32,open,,,,no,no,0,19,,,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/head.png,,https://grailcavern.com/?post_type=product&p=1408,40,simple,,CategoryNone,,
14,Pad printed light flesh Jango Fett head,pad-printed-light-flesh-jango-fett-head,,1551,<p><br></p>,"<p>This Jango Fett head is printed onto an <strong>official</strong> black Lego head, using pad printing. You will receive <strong><span data-mce-style=""text-decoration: underline;"" style=""text-decoration-line: underline;"">only</span></strong> the head pictured. Please note that due to the nature of pad printing, not every head looks the same, each with minor differences.</p>",publish,,0,2020-06-18 09:11:48,open,,,,no,no,0,7.50,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/jf.png,,https://grailcavern.com/product/pad-printed-light-flesh-jango-fett-head/,17,simple,outofstock,"Pad printed,Star Wars",,
18,war machine minifig factory,war-machine-minifig-factory,,1631,"<p><br data-mce-bogus=""1""></p>","<p><br data-mce-bogus=""1""></p>",publish,,0,2020-06-26 19:07:36,open,,,,no,no,0,65,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/IMG_20200609_205602-scaled.jpg,,https://grailcavern.com/product/war-machine-minifig-factory/,0,simple,,Pad printed,,
18,funny brick pepper,funny-brick-pepper,,1635,"<p><br data-mce-bogus=""1""></p>","<p><br data-mce-bogus=""1""></p>",publish,,0,2020-06-26 19:13:34,open,,,,no,no,0,90,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/IMG_20200626_210935-scaled.jpg,,https://grailcavern.com/product/funny-brick-pepper/,0,simple,,Pad printed,,
18,Armor XVII lab9,armor-xvii-lab9,,1640,"<p><br data-mce-bogus=""1""></p>","<p><br data-mce-bogus=""1""></p>",publish,,0,2020-06-26 19:18:35,open,,,,no,no,0,120,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/06/IMG_20200609_205820-scaled.jpg,,https://grailcavern.com/product/armor-xvii-lab9/,0,simple,,Pad printed,,
18,vision dragon brick,vision-dragon-brick,,1641,"<p><br data-mce-bogus=""1""></p>","<p><br data-mce-bogus=""1""></p>",publish,,0,2020-06-26 19:20:36,open,,,,no,no,0,40,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/04/IMG_20190907_192650-scaled.jpg,,https://grailcavern.com/product/vision-dragon-brick/,0,simple,,Pad printed,,
40,Custom Mawhonic,custom-mawhonic,,1746,<p>These figures feature 3d printed headpieces and hands that have been hand painted and sealed. the torso design is a custom UV print on a 100% authentic lego torso. This figure release will be limited to 5 and each one will be numbered with packaging. The figures will ship in around 1 weeks time once the packaging has been finished.</p>,<p>These figures feature 3d printed headpieces and hands that have been hand painted and sealed. the torso design is a custom UV print on a 100% authentic lego torso. </p>,publish,,0,2020-07-07 03:20:48,open,mwh001,,,no,no,0,35,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/07/image1-22-scaled.jpeg,,https://grailcavern.com/product/custom-mawhonic/,5,simple,outofstock,"3d printed,Handmade,Painted,Uv printed",,
4,Jay Garrick upgrade pack (1 TORSO + 1 HEAD),jay-garrick-upgrade-pack-1-torso-1-head,,1933,"<p style=""text-align: left;"" data-mce-style=""text-align: left;""><strong>!!!!DISCLAIMER YOU ONLY GET ONE TORSO AND ONE HEAD!!!!</strong></p>",<p><br></p>,publish,,0,2020-07-23 16:31:11,open,,,,no,no,1,25,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/07/F7CD33C0-D5D5-435A-9656-033E8C05514F.jpeg,,https://grailcavern.com/product/jay-garrick-upgrade-pack-1-torso-1-head/,3,simple,,CategoryNone,,
170,LEGO Bel's Minifigure Mommy's Little Monster (Joaquin Phoenix Joker),lego-bels-minifigure-mommys-little-monster-joaquin-phoenix-joker,,1958,<p><br></p>,<p>Only ever displayed in acrylic display case. Original packing box arrived to me damaged. Contains original case.</p>,draft,,0,2020-07-24 10:38:22,open,,,,no,no,1,140,135,.5,15,15,6,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/07/unnamed-scaled.jpg,,https://grailcavern.com/?post_type=product&p=1958,0,simple,,CategoryNone,,
4,X-23 FLASH RESTOCK,x-23,,2027,<p>only 50 were made!!!</p><p>you get one copy of my X-23 figure</p>,"<p>(might have a slight defect on the helmet, e.g slight bluish tone on the yellow, or just a little exceeded of blue paint that exceeds on the yellow part). It is nothing of a big deal but I'm still selling those at a discounted price! </p><p>Each figure comes with a custom helmet, a two sided pad printed face as well as two custom chromed claws (be wary the chrome is fragile on the claws, as all chrome parts are).</p><p>Thank you very much for your support </p>",publish,,0,2020-08-06 22:49:33,open,,,,no,no,3,70.50,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/08/E532CEDE-84BA-4201-BABF-6D9AD15AA1C5.jpg,,https://grailcavern.com/product/x-23/,11,simple,,CategoryNone,,
12,(0) e. Yes Chad - PREORDER,0-a-yes-chad-preorder,,2046,<p><br></p>,"<p>""Yes.""</p><p>ONLY HEAD AND HAIR INCLUDED</p><p>All items printing end of month. (August)</p><p>Message to combine shipping with previous order.</p>",draft,,0,2020-08-08 18:03:20,open,,,,no,no,0,5,,,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/08/Yes-Chad-2-1.png,,https://grailcavern.com/?post_type=product&p=2046,7,simple,outofstock,CategoryNone,,
189,Obi Wan (2003),obi-wan-2003,,2247,"<p>Who doesn’t like Master Obi Wan Kenobi?  Who doesn’t like the 2003 Clone Wars?  Here is Obi Wan from the original 2003 Clone Wars in one of his coolest outfits as seen in Chapter 22!  This custom minifigure comes with all new parts.  It is UV printed, has custom colored LEGO arms, a Brick Forge lightsaber hilt, and a custom cape.  The remaining pieces used are genuine LEGO parts.  This minifigure also includes a mini display case with a collector’s card that is hand numbered.  Only 21 of these figures have been made, and only 20 are being sold.  If you like my design and this product, order one today to support Bricktrix Customs’ upcoming minifigs and parts.</p>",<p>Custom UV printed 2003 Obi Wan </p>,publish,,0,2020-08-21 17:54:46,open,Obi03,,,no,no,0,34.99,15.00,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/08/027B7DD6-2684-4342-9DA0-AC61D94CB067-scaled.jpeg,,https://grailcavern.com/product/obi-wan-2003/,16,simple,outofstock,"Minifigures,Star Wars,Uv printed",,
156,Superboy,superboy,,2299,"<p>Print type: Digital, smooth finish.</p><p>Pieces: -Official lego parts for hair, head, torso and legs.</p><p>              -Custom cape by Capemadness</p>",<p>Custom Lego Superboy figure! High quality digital printed figure! If you are a fan of the Super sons comics or just an avid DC comics figure collector this figure is for you!</p>,publish,,0,2020-08-23 03:55:11,open,CRSPBRK002,,,no,no,19,25,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/07/IMG_5849-scaled.jpg,,https://grailcavern.com/product/superboy/,1,simple,,Superheroes,Crespi Brick|Superboy,
156,Batwoman (Brothers Figure),batwoman-brothers-figure,,2301,"<p>Print Type: Pad </p><p>Parts: <br>-<span style=""color: rgb(0, 0, 0); font-family: NonBreakingSpaceOverride, ""Hoefler Text"", Garamond, ""Times New Roman"", serif; font-size: 21px;"">Official lego parts for head, torso and legs<br>-Custom Cape and Head peace. </span></p>",<p>Custom Pad Printed Brothers Figure Batwoman. </p><p>Comes with Custom Collectors Plate.</p>,publish,,0,2020-08-23 04:24:02,open,CRSPRSLL001,,,no,no,1,45,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/08/IMG_5844-scaled.jpg,,https://grailcavern.com/product/batwoman-brothers-figure/,0,simple,,CategoryNone,,
156,Cyborg (Minifigs4U),cyborg-minifigs4u,,2303,"<p style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; border: none; font-size: 21px; line-height: 1.476; margin-right: auto; margin-bottom: 1.25em; margin-left: auto; padding: 0px; font-family: NonBreakingSpaceOverride, ""Hoefler Text"", Garamond, ""Times New Roman"", serif; max-width: 100vw; width: 1369.63px; color: rgb(0, 0, 0); margin-top: 0px !important;"">Print type: Digital,</p><p style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; border: none; font-size: 21px; line-height: 1.476; margin-right: auto; margin-bottom: 1.25em; margin-left: auto; padding: 0px; font-family: NonBreakingSpaceOverride, ""Hoefler Text"", Garamond, ""Times New Roman"", serif; max-width: 100vw; width: 1369.63px; color: rgb(0, 0, 0); margin-top: 0px !important;"">Pieces: -Official lego parts for head, torso and legs.</p>",<p>Custom Lego Cyborg from DC comics</p>,publish,,0,2020-08-23 04:29:24,open,CRSPRSLL002,,,no,no,0,18,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2020/08/IMG_5842-scaled.jpg,,https://grailcavern.com/product/cyborg-minifigs4u/,1,simple,outofstock,CategoryNone,,
